date,area,category,dose,vaccine_type,new_doses,cumulative_doses,cumulative_doses_per100,denominator
2021-06-11,全国,医療,2回目,モデルナ,0,0,,
2021-06-12,全国,医療,2回目,モデルナ,0,0,,
2021-06-13,全国,医療,2回目,モデルナ,0,0,,
2021-06-14,全国,医療,2回目,モデルナ,0,0,,
2021-06-15,全国,医療,2回目,モデルナ,0,0,,
2021-06-16,全国,医療,2回目,モデルナ,0,0,,
2021-06-17,全国,医療,2回目,モデルナ,0,0,,
2021-06-18,全国,医療,2回目,モデルナ,0,0,,
2021-06-19,全国,医療,2回目,モデルナ,0,0,,
2021-06-20,全国,医療,2回目,モデルナ,0,0,,
2021-06-21,全国,医療,2回目,モデルナ,104,104,,
2021-06-22,全国,医療,2回目,モデルナ,107,211,,
2021-06-23,全国,医療,2回目,モデルナ,99,310,,
2021-06-24,全国,医療,2回目,モデルナ,109,419,,
2021-06-25,全国,医療,2回目,モデルナ,134,553,,
2021-06-26,全国,医療,2回目,モデルナ,0,553,,
2021-06-27,全国,医療,2回目,モデルナ,0,553,,
2021-06-28,全国,医療,2回目,モデルナ,528,1081,,
2021-06-29,全国,医療,2回目,モデルナ,1255,2336,,
2021-06-30,全国,医療,2回目,モデルナ,381,2717,,
2021-07-01,全国,医療,2回目,モデルナ,108,2825,,
2021-07-02,全国,医療,2回目,モデルナ,147,2972,,
2021-07-03,全国,医療,2回目,モデルナ,0,2972,,
2021-07-04,全国,医療,2回目,モデルナ,0,2972,,
2021-07-05,全国,医療,2回目,モデルナ,2091,5063,,
2021-07-06,全国,医療,2回目,モデルナ,699,5762,,
2021-07-07,全国,医療,2回目,モデルナ,1163,6925,,
2021-07-08,全国,医療,2回目,モデルナ,1613,8538,,
2021-07-09,全国,医療,2回目,モデルナ,1764,10302,,
2021-07-10,全国,医療,2回目,モデルナ,0,10302,,
2021-07-11,全国,医療,2回目,モデルナ,0,10302,,
2021-07-12,全国,医療,2回目,モデルナ,4028,14330,,
2021-07-13,全国,医療,2回目,モデルナ,1141,15471,,
2021-07-14,全国,医療,2回目,モデルナ,1964,17435,,
2021-07-15,全国,医療,2回目,モデルナ,1195,18630,,
2021-07-16,全国,医療,2回目,モデルナ,1731,20361,,
2021-07-17,全国,医療,2回目,モデルナ,0,20361,,
2021-07-18,全国,医療,2回目,モデルナ,0,20361,,
2021-07-19,全国,医療,2回目,モデルナ,7677,28038,,
2021-07-20,全国,医療,2回目,モデルナ,2832,30870,,
2021-07-21,全国,医療,2回目,モデルナ,7470,38340,,
2021-07-22,全国,医療,2回目,モデルナ,0,38340,,
2021-07-23,全国,医療,2回目,モデルナ,0,38340,,
2021-07-24,全国,医療,2回目,モデルナ,0,38340,,
2021-07-25,全国,医療,2回目,モデルナ,0,38340,,
2021-07-26,全国,医療,2回目,モデルナ,1995,40335,,
2021-07-27,全国,医療,2回目,モデルナ,6915,47250,,
2021-07-28,全国,医療,2回目,モデルナ,6,47256,,
2021-07-29,全国,医療,2回目,モデルナ,33,47289,,
2021-07-30,全国,医療,2回目,モデルナ,5434,52723,,
2021-02-17,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-18,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-19,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-20,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-21,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-22,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-23,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-24,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-25,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-26,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-27,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-28,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-01,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-02,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-03,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-04,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-05,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-06,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-07,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-08,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-09,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-10,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-11,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-12,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-13,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-14,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-15,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-16,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-17,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-18,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-19,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-20,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-21,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-22,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-23,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-24,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-25,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-26,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-27,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-28,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-29,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-30,全国,医療,合計,アストラぜネカ,0,0,,
2021-03-31,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-01,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-02,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-03,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-04,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-05,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-06,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-07,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-08,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-09,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-10,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-11,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-12,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-13,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-14,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-15,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-16,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-17,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-18,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-19,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-20,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-21,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-22,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-23,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-24,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-25,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-26,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-27,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-28,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-29,全国,医療,合計,アストラぜネカ,0,0,,
2021-04-30,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-01,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-02,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-03,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-04,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-05,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-06,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-07,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-08,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-09,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-10,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-11,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-12,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-13,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-14,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-15,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-16,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-17,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-18,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-19,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-20,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-21,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-22,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-23,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-24,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-25,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-26,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-27,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-28,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-29,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-30,全国,医療,合計,アストラぜネカ,0,0,,
2021-05-31,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-01,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-02,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-03,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-04,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-05,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-06,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-07,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-08,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-09,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-10,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-11,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-12,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-13,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-14,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-15,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-16,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-17,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-18,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-19,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-20,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-21,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-22,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-23,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-24,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-25,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-26,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-27,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-28,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-29,全国,医療,合計,アストラぜネカ,0,0,,
2021-06-30,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-01,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-02,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-03,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-04,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-05,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-06,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-07,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-08,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-09,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-10,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-11,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-12,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-13,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-14,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-15,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-16,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-17,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-18,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-19,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-20,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-21,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-22,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-23,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-24,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-25,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-26,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-27,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-28,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-29,全国,医療,合計,アストラぜネカ,0,0,,
2021-07-30,全国,医療,合計,アストラぜネカ,0,0,,
2021-02-17,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-18,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-19,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-20,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-21,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-22,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-23,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-24,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-25,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-26,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-27,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-28,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-01,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-02,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-03,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-04,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-05,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-06,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-07,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-08,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-09,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-10,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-11,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-12,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-13,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-14,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-15,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-16,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-17,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-18,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-19,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-20,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-21,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-22,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-23,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-24,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-25,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-26,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-27,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-28,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-29,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-30,全国,医療,1回目,アストラぜネカ,0,0,,
2021-03-31,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-01,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-02,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-03,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-04,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-05,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-06,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-07,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-08,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-09,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-10,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-11,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-12,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-13,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-14,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-15,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-16,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-17,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-18,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-19,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-20,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-21,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-22,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-23,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-24,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-25,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-26,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-27,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-28,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-29,全国,医療,1回目,アストラぜネカ,0,0,,
2021-04-30,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-01,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-02,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-03,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-04,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-05,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-06,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-07,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-08,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-09,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-10,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-11,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-12,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-13,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-14,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-15,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-16,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-17,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-18,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-19,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-20,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-21,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-22,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-23,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-24,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-25,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-26,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-27,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-28,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-29,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-30,全国,医療,1回目,アストラぜネカ,0,0,,
2021-05-31,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-01,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-02,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-03,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-04,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-05,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-06,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-07,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-08,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-09,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-10,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-11,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-12,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-13,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-14,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-15,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-16,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-17,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-18,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-19,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-20,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-21,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-22,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-23,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-24,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-25,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-26,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-27,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-28,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-29,全国,医療,1回目,アストラぜネカ,0,0,,
2021-06-30,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-01,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-02,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-03,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-04,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-05,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-06,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-07,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-08,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-09,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-10,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-11,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-12,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-13,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-14,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-15,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-16,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-17,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-18,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-19,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-20,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-21,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-22,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-23,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-24,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-25,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-26,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-27,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-28,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-29,全国,医療,1回目,アストラぜネカ,0,0,,
2021-07-30,全国,医療,1回目,アストラぜネカ,0,0,,
2021-02-17,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-18,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-19,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-20,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-21,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-22,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-23,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-24,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-25,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-26,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-27,全国,医療,2回目,アストラぜネカ,0,0,,
2021-02-28,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-01,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-02,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-03,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-04,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-05,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-06,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-07,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-08,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-09,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-10,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-11,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-12,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-13,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-14,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-15,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-16,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-17,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-18,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-19,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-20,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-21,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-22,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-23,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-24,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-25,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-26,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-27,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-28,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-29,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-30,全国,医療,2回目,アストラぜネカ,0,0,,
2021-03-31,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-01,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-02,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-03,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-04,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-05,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-06,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-07,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-08,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-09,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-10,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-11,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-12,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-13,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-14,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-15,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-16,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-17,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-18,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-19,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-20,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-21,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-22,全国,医療,2回目,アストラぜネカ,0,0,,
2021-04-23,全国,医療,2回目,アストラぜネカ,0,0,,
